edge,role,state,status,tar,job_id,job_name,comment,success,scf,stage,energy_Eh
R05E007,M,ANI,success,archive3757 (1).tar,3759,R05E006_M_ANI_RESCUE1,P05 StateFlux Round05 V4 RESCUE1 | edge=R05E007 | LTKBID=LT00672 | compound=Pazopanib hydrochloride | class=dealkylation | role=M | state=ANI | source=existing_xTB | smiles=Cc1ccc(Nc2nccc(Nc3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,True,8,1,-1706.29032658
R05E007,M,CAT,success,archive3595(1).tar,3664,R05E007_M_CAT,P05 StateFlux Round05 V4 | edge=R05E007 | LTKBID=LT00672 | compound=Pazopanib hydrochloride | class=dealkylation | role=M | state=CAT | source=existing_xTB | smiles=Cc1ccc(Nc2nccc(Nc3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,True,8,0,-1706.04051116
R05E007,M,N,success,archive3595(1).tar,3607,7a,P05 StateFlux Round05 V4 | edge=R05E007 | LTKBID=LT00672 | compound=Pazopanib hydrochloride | class=dealkylation | role=M | state=N | source=existing_xTB | smiles=Cc1ccc(Nc2nccc(Nc3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,True,8,0,-1706.24199502
R05E007,P,ANI,success,archive3757 (1).tar,3776,R05E007_P_ANI_RESCUE2,P05 StateFlux Round05 V4 RESCUE2 | edge=R05E007 | LTKBID=LT00672 | compound=Pazopanib hydrochloride | class=dealkylation | role=P | state=ANI | source=existing_xTB | smiles=Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,True,7,2,-1745.58384236
R05E007,P,CAT,success,archive3595(1).tar,3665,R05E007_P_CAT,P05 StateFlux Round05 V4 | edge=R05E007 | LTKBID=LT00672 | compound=Pazopanib hydrochloride | class=dealkylation | role=P | state=CAT | source=existing_xTB | smiles=Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,True,8,0,-1745.32958445
R05E007,P,N,success,archive3595(1).tar,3608,7p,P05 StateFlux Round05 V4 | edge=R05E007 | LTKBID=LT00672 | compound=Pazopanib hydrochloride | class=dealkylation | role=P | state=N | source=existing_xTB | smiles=Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,True,8,0,-1745.53398545
R05E008,M,ANI,success,archive3595(1).tar,3714,R05E008_M_ANI,P05 StateFlux Round05 V4 | edge=R05E008 | LTKBID=LT01680 | compound=Pirprofen | class=dealkylation | role=M | state=ANI | source=existing_xTB | smiles=CC(C(=O)O)c1ccc(NCC=CC=O)c(Cl)c1,True,8,0,-1244.26463414
R05E008,M,CAT,success,archive3595(1).tar,3666,R05E008_M_CAT,P05 StateFlux Round05 V4 | edge=R05E008 | LTKBID=LT01680 | compound=Pirprofen | class=dealkylation | role=M | state=CAT | source=existing_xTB | smiles=CC(C(=O)O)c1ccc(NCC=CC=O)c(Cl)c1,True,8,0,-1243.98163289
R05E008,M,N,success,archive3595(1).tar,3609,8m,P05 StateFlux Round05 V4 | edge=R05E008 | LTKBID=LT01680 | compound=Pirprofen | class=dealkylation | role=M | state=N | source=existing_xTB | smiles=CC(C(=O)O)c1ccc(NCC=CC=O)c(Cl)c1,True,8,0,-1244.18268976
R05E008,P,ANI,success,archive3595(1).tar,3715,R05E008_P_ANI,P05 StateFlux Round05 V4 | edge=R05E008 | LTKBID=LT01680 | compound=Pirprofen | class=dealkylation | role=P | state=ANI | source=existing_xTB | smiles=CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,True,8,0,-1168.99668276
R05E008,P,CAT,success,archive3595(1).tar,3667,R05E008_P_CAT,P05 StateFlux Round05 V4 | edge=R05E008 | LTKBID=LT01680 | compound=Pirprofen | class=dealkylation | role=P | state=CAT | source=existing_xTB | smiles=CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,True,8,0,-1168.78190105
